// PatSize	  TextSize	  Naive-RT	    KMP-RT
     10000	   1780000	     21460	     13129
    100000	   1780000	     42923	      9565
        10	   1790000	     19313	     14739
       100	   1790000	     19193	     14804
      1000	   1790000	     19209	     14427
     10000	   1790000	     22205	     13554
    100000	   1790000	     42181	      9306
        10	   1800000	     19249	     19728
       100	   1800000	     21016	     19186
      1000	   1800000	     21567	     19840
     10000	   1800000	     21483	     17643
    100000	   1800000	     41673	     11575
        10	   1810000	     19220	     15331
       100	   1810000	     19291	     14787
      1000	   1810000	     20080	     14931
     10000	   1810000	     22466	     13436
    100000	   1810000	     47860	     10925
        10	   1820000	     19758	     14734
       100	   1820000	     20076	     14702
      1000	   1820000	     19913	     14611
     10000	   1820000	     22001	     13700
    100000	   1820000	     47854	      9614
        10	   1830000	     19739	     15192
       100	   1830000	     19683	     15639
      1000	   1830000	     20151	     15179
     10000	   1830000	     21920	     13674
    100000	   1830000	     44983	      9566
        10	   1840000	     20371	     15179
       100	   1840000	     22697	     15135
      1000	   1840000	     20339	     15104
     10000	   1840000	     23216	     13522
    100000	   1840000	     42618	     10151
        10	   1850000	     21185	     17173
       100	   1850000	     20697	     15185
      1000	   1850000	     23334	     15606
     10000	   1850000	     22101	     14452
    100000	   1850000	     43104	      9698
        10	   1860000	     19779	     15385
       100	   1860000	     19907	     15316
      1000	   1860000	     20881	     15192
     10000	   1860000	     22480	     13922
    100000	   1860000	     44941	     12376
        10	   1870000	     20837	     15525
       100	   1870000	     19935	     15212
      1000	   1870000	     20174	     15194
     10000	   1870000	     23079	     14126
    100000	   1870000	     43200	      9706
        10	   1880000	     21494	     15158
       100	   1880000	     20038	     15924
      1000	   1880000	     20451	     15219
     10000	   1880000	     22815	     14157
    100000	   1880000	     47909	      9591
        10	   1890000	     21118	     22391
       100	   1890000	     21773	     16616
      1000	   1890000	     21436	     27019
     10000	   1890000	     22673	     21669
    100000	   1890000	    180013	     21503
        10	   1900000	     64294	     16207
       100	   1900000	     27947	     25907
      1000	   1900000	     23928	     62178
     10000	   1900000	     63039	     22922
    100000	   1900000	     53287	     10344
        10	   1910000	     21266	     17682
       100	   1910000	     20848	     16705
      1000	   1910000	     20946	     16123
     10000	   1910000	     25491	     14808
    100000	   1910000	     67091	     16989
        10	   1920000	     20644	     15725
       100	   1920000	     22336	     15814
      1000	   1920000	     22857	     17795
     10000	   1920000	     29343	     15978
    100000	   1920000	     44922	     12330
        10	   1930000	     20794	     15753
       100	   1930000	     20781	     16056
      1000	   1930000	     20914	     17682
     10000	   1930000	     22990	     17148
    100000	   1930000	     49390	     13208
        10	   1940000	     27878	     15965
       100	   1940000	     22351	     18463
      1000	   1940000	     21011	     15912
     10000	   1940000	     24780	     14868
    100000	   1940000	     46956	     10468
        10	   1950000	     20963	     17238
       100	   1950000	     21774	     16266
      1000	   1950000	     22021	     16193
     10000	   1950000	     23556	     14297
    100000	   1950000	     45505	      9943
        10	   1960000	     20943	     16683
       100	   1960000	     20881	     16154
      1000	   1960000	     24650	     17316
     10000	   1960000	     26253	     14463
    100000	   1960000	     45789	     10085
        10	   1970000	     22431	     19393
       100	   1970000	     21305	     16231
      1000	   1970000	     21740	     16390
     10000	   1970000	     27265	     14455
    100000	   1970000	     46080	     10333
        10	   1980000	     20923	     16245
       100	   1980000	     21029	     16655
      1000	   1980000	     24087	     16157
     10000	   1980000	     24160	     18244
    100000	   1980000	     45837	     10381
        10	   1990000	     21528	     16243
       100	   1990000	     21125	     16472
      1000	   1990000	     21689	     18498
     10000	   1990000	     31170	     14891
    100000	   1990000	     46919	     10876
        10	   2000000	     21255	     16413
       100	   2000000	     21359	     17207
      1000	   2000000	     27139	     21036
     10000	   2000000	     26224	     16638
    100000	   2000000	     46690	     10399
   1000000	   2000000	    218637	     27580
        10	   2010000	     21780	     16599
       100	   2010000	     21494	     16393
      1000	   2010000	     22325	     16892
     10000	   2010000	     24380	     18288
    100000	   2010000	     46368	     12614
   1000000	   2010000	    221904	     31203
        10	   2020000	     25166	     16493
       100	   2020000	     21619	     16652
      1000	   2020000	     21784	     16282
     10000	   2020000	     24612	     15305
    100000	   2020000	     47343	     10489
   1000000	   2020000	    238562	     25545
        10	   2030000	     24634	     16580
       100	   2030000	     22489	     16487
      1000	   2030000	     21977	     16694
     10000	   2030000	     25387	     15241
    100000	   2030000	     47226	     10554
   1000000	   2030000	    232642	     25737
        10	   2040000	     23248	     16880
       100	   2040000	     22214	     16460
      1000	   2040000	     22303	     17162
     10000	   2040000	     24154	     17533
    100000	   2040000	     49818	     10694
   1000000	   2040000	    249606	     25645
        10	   2050000	     24094	     17298
       100	   2050000	     21711	     16816
      1000	   2050000	     22779	     17645
     10000	   2050000	     25045	     15168
    100000	   2050000	     48578	     10978
   1000000	   2050000	    224063	     25691
        10	   2060000	     23951	     19430
       100	   2060000	     24849	     16747
      1000	   2060000	     22168	     17233
     10000	   2060000	     26739	     15242
    100000	   2060000	     48337	     11490
   1000000	   2060000	    241574	     25670
        10	   2070000	     22176	     19936
       100	   2070000	     22163	     16859
      1000	   2070000	     27651	     16925
     10000	   2070000	     26009	     15112
    100000	   2070000	     50648	     10584
   1000000	   2070000	    255591	     26601
        10	   2080000	     23917	     16972
       100	   2080000	     22888	     17642
      1000	   2080000	     22516	     17589
     10000	   2080000	     25060	     15504
    100000	   2080000	     48658	     11011
   1000000	   2080000	    251175	     26226
        10	   2090000	     23863	     17200
       100	   2090000	     22365	     22177
      1000	   2090000	     23138	     16979
     10000	   2090000	     25601	     16056
    100000	   2090000	     53152	     12239
   1000000	   2090000	    236360	     26988
        10	   2100000	     23773	     17222
       100	   2100000	     27238	     23758
      1000	   2100000	     23727	     26196
     10000	   2100000	     26632	     23730
    100000	   2100000	     52564	     10950
   1000000	   2100000	    307086	     30714
        10	   2110000	     22895	     17704
       100	   2110000	     24859	     18298
      1000	   2110000	     23289	     18565
     10000	   2110000	     25299	     16108
    100000	   2110000	     52315	     10911
   1000000	   2110000	    232135	     24690
        10	   2120000	     24136	     20768
       100	   2120000	     23547	     19549
      1000	   2120000	     23548	     21905
     10000	   2120000	     25445	     17925
    100000	   2120000	     58172	     10768
   1000000	   2120000	    284185	     24282
        10	   2130000	     23218	     17569
       100	   2130000	     22706	     17942
      1000	   2130000	     23606	     17419
     10000	   2130000	     25932	     19603
    100000	   2130000	     49892	     11176
   1000000	   2130000	    236546	     25735
        10	   2140000	     23363	     21405
       100	   2140000	     22794	     19696
      1000	   2140000	     23245	     18166
     10000	   2140000	     26122	     15866
    100000	   2140000	     50169	     12846
   1000000	   2140000	    291359	     27260
        10	   2150000	     25590	     18018
       100	   2150000	     23010	     17906
      1000	   2150000	     23687	     19783
     10000	   2150000	     27734	     15718
    100000	   2150000	     53256	     11322
   1000000	   2150000	    260691	     25734
        10	   2160000	     24184	     18239
       100	   2160000	     24168	     20185
      1000	   2160000	     23575	     17875
     10000	   2160000	     29934	     23282
    100000	   2160000	     52031	     17518
   1000000	   2160000	    242357	     36871
        10	   2170000	     23142	     18028
       100	   2170000	     31733	     19289
      1000	   2170000	     25774	     30548
     10000	   2170000	     49235	     20984
    100000	   2170000	     94872	     11727
   1000000	   2170000	    299075	     28062
        10	   2180000	     29368	     18055
       100	   2180000	     23985	     21687
      1000	   2180000	     24348	     18217
     10000	   2180000	     26270	     16101
    100000	   2180000	     51545	     11665
   1000000	   2180000	    262335	     25510
        10	   2190000	     25894	     18187
       100	   2190000	     24865	     18710
      1000	   2190000	     24758	     19810
     10000	   2190000	     27118	     16917
    100000	   2190000	     51501	     11413
   1000000	   2190000	    271663	     24871
        10	   2200000	     25976	     18148
       100	   2200000	     25068	     19925
      1000	   2200000	     24814	     17920
     10000	   2200000	     27847	     16414
    100000	   2200000	     53619	     11393
   1000000	   2200000	    247107	     24817
        10	   2210000	     23453	     18298
       100	   2210000	     23817	     21212
      1000	   2210000	     24753	     18913
     10000	   2210000	     27015	     16267
    100000	   2210000	     51407	     11795
   1000000	   2210000	    256022	     25038
        10	   2220000	     25912	     18198
       100	   2220000	     23858	     18364
      1000	   2220000	     24207	     18142
     10000	   2220000	     27672	     17044
    100000	   2220000	     59800	     11326
   1000000	   2220000	    272148	     25766
        10	   2230000	     23816	     18586
       100	   2230000	     24164	     18337
      1000	   2230000	     27842	     18263
     10000	   2230000	     29585	     18576
    100000	   2230000	     52245	     11510
   1000000	   2230000	    249713	     25690
        10	   2240000	     24569	     19774
       100	   2240000	     26525	     18253
      1000	   2240000	     32269	     18719
     10000	   2240000	     32216	     19078
    100000	   2240000	     55092	     11409
   1000000	   2240000	    254347	     25692
        10	   2250000	     25680	     18686
       100	   2250000	     24706	     19221
      1000	   2250000	     24643	     18123
     10000	   2250000	     26980	     17289
    100000	   2250000	     54098	     11395
   1000000	   2250000	    284825	     27333
        10	   2260000	     24354	     18472
       100	   2260000	     25170	     19191
      1000	   2260000	     28974	     18265
     10000	   2260000	     26856	     16893
    100000	   2260000	     55806	     11471
   1000000	   2260000	    254192	     25038
        10	   2270000	     36829	     18948
       100	   2270000	     25277	     23860
      1000	   2270000	     24583	     20049
     10000	   2270000	     28777	     18130
    100000	   2270000	     52883	     11940
   1000000	   2270000	    259237	     25836
        10	   2280000	     25408	     18464
       100	   2280000	     24531	     18513
      1000	   2280000	     24605	     18940
     10000	   2280000	     27233	     16766
    100000	   2280000	     56212	     11541
   1000000	   2280000	    267761	     26475
        10	   2290000	     27581	     19289
       100	   2290000	     28137	     19963
      1000	   2290000	     24649	     19325
     10000	   2290000	     27822	     17918
    100000	   2290000	     58214	     12133
   1000000	   2290000	    353927	     25396
        10	   2300000	     24515	     19051
       100	   2300000	     24928	     18736
      1000	   2300000	     25107	     18855
     10000	   2300000	     28007	     17155
    100000	   2300000	     54470	     11922
   1000000	   2300000	    260560	     26864
        10	   2310000	     24557	     19299
       100	   2310000	     24577	     19049
      1000	   2310000	     25137	     18655
     10000	   2310000	     27379	     17168
    100000	   2310000	     54395	     12365
   1000000	   2310000	    260750	     25631
        10	   2320000	     26217	     18913
       100	   2320000	     25267	     19040
      1000	   2320000	     25116	     18783
     10000	   2320000	     29096	     17782
    100000	   2320000	     54187	     12006
   1000000	   2320000	    332117	     25105
        10	   2330000	     25158	     18982
       100	   2330000	     26230	     19187
      1000	   2330000	     25673	     21729
     10000	   2330000	     30258	     16954
    100000	   2330000	     54263	     12015
   1000000	   2330000	    278594	     25551
        10	   2340000	     26842	     19363
       100	   2340000	     25536	     19451
      1000	   2340000	     27428	     19399
     10000	   2340000	     29638	     17544
    100000	   2340000	     55629	     11876
   1000000	   2340000	    266662	     26752
        10	   2350000	     25276	     19199
       100	   2350000	     26026	     19441
      1000	   2350000	     25314	     19059
     10000	   2350000	     28497	     17843
    100000	   2350000	     56242	     11920
   1000000	   2350000	    267394	     25577
        10	   2360000	     26744	     19247
       100	   2360000	     25242	     19365
      1000	   2360000	     25664	     19873
     10000	   2360000	     28164	     18189
    100000	   2360000	     61508	     12497
   1000000	   2360000	    287996	     26197
        10	   2370000	     25831	     19421
       100	   2370000	     27087	     19852
      1000	   2370000	     25802	     19492
     10000	   2370000	     28466	     17220
    100000	   2370000	     56040	     11787
   1000000	   2370000	    274468	     26334
        10	   2380000	     26932	     19623
       100	   2380000	     26985	     21610
      1000	   2380000	     25733	     19239
     10000	   2380000	     30151	     17999
    100000	   2380000	     55843	     12116
   1000000	   2380000	    272461	     26083
        10	   2390000	     25597	     19930
       100	   2390000	     25364	     23542
      1000	   2390000	     25824	     20317
     10000	   2390000	     30572	     21962
    100000	   2390000	     57441	     13012
   1000000	   2390000	    306175	     26323
        10	   2400000	     27354	     24029
       100	   2400000	     25828	     20409
      1000	   2400000	     25791	     20763
     10000	   2400000	     28744	     18739
    100000	   2400000	     56441	     12453
   1000000	   2400000	    360982	     26022
        10	   2410000	     25927	     21333
       100	   2410000	     26165	     20501
      1000	   2410000	     26577	     19746
     10000	   2410000	     29277	     17718
    100000	   2410000	     59407	     12090
   1000000	   2410000	    324086	     28067
        10	   2420000	     25778	     20078
       100	   2420000	     26252	     19997
      1000	   2420000	     26164	     20485
     10000	   2420000	     30971	     18869
    100000	   2420000	     73825	     13883
   1000000	   2420000	    281354	     25850
        10	   2430000	     27105	     20251
       100	   2430000	     26616	     19974
      1000	   2430000	     30685	     19727
     10000	   2430000	     29891	     17953
    100000	   2430000	     64842	     12405
   1000000	   2430000	    307713	     27105
        10	   2440000	     27588	     19834
       100	   2440000	     26031	     20651
      1000	   2440000	     27600	     25582
     10000	   2440000	     30989	     18448
    100000	   2440000	     57240	     12223
   1000000	   2440000	    280425	     27260
        10	   2450000	     28928	     20485
       100	   2450000	     26562	     19977
      1000	   2450000	     28687	     20978
     10000	   2450000	     30929	     18276
    100000	   2450000	     57166	     12763
   1000000	   2450000	    284311	     26187
        10	   2460000	     26262	     21403
       100	   2460000	     26723	     20558
      1000	   2460000	     26599	     19895
     10000	   2460000	     29485	     18090
    100000	   2460000	     66251	     13031
   1000000	   2460000	    284757	     26996
        10	   2470000	     29656	     20591
       100	   2470000	     26633	     26866
      1000	   2470000	     28779	     24434
     10000	   2470000	     29642	     24143
    100000	   2470000	     59624	     12821
   1000000	   2470000	    310221	     27542
        10	   2480000	     26743	     21090
       100	   2480000	     27407	     20129
      1000	   2480000	     31960	     20405
     10000	   2480000	     29407	     18551
    100000	   2480000	     59150	     12393
   1000000	   2480000	    286547	     26974
        10	   2490000	     26578	     20724
       100	   2490000	     26342	     22549
      1000	   2490000	     26982	     20301
     10000	   2490000	     32203	     18350
    100000	   2490000	     58791	     12548
   1000000	   2490000	    285955	     26134
        10	   2500000	     28126	     20648
       100	   2500000	     32368	     20937
      1000	   2500000	     27624	     20339
     10000	   2500000	     29831	     18909
    100000	   2500000	     58190	     12826
   1000000	   2500000	    320419	     27453
        10	   2510000	     26685	     20763
       100	   2510000	     26778	     20548
      1000	   2510000	     26856	     22817
     10000	   2510000	     30021	     18805
    100000	   2510000	     58908	     13257
   1000000	   2510000	    295414	     27704
        10	   2520000	     28720	     27484
       100	   2520000	     27025	     21439
      1000	   2520000	     27492	     20884
     10000	   2520000	     32431	     20598
    100000	   2520000	     58912	     12491
   1000000	   2520000	    300377	     27009
        10	   2530000	     30833	     20730
       100	   2530000	     27021	     20580
      1000	   2530000	     28307	     21056
     10000	   2530000	     31001	     19466
    100000	   2530000	     59597	     12943
   1000000	   2530000	    292983	     26790
        10	   2540000	     29076	     20776
       100	   2540000	     29299	     21001
      1000	   2540000	     33910	     20701
     10000	   2540000	     48765	     18995
    100000	   2540000	     69657	     13707
   1000000	   2540000	    346036	     26205
        10	   2550000	     33487	     20766
       100	   2550000	     27259	     20700
      1000	   2550000	     32409	     21005
     10000	   2550000	     33552	     20858
    100000	   2550000	     74199	     12890
   1000000	   2550000	    310805	     26623
        10	   2560000	     30410	     21201
       100	   2560000	     28024	     21147
      1000	   2560000	     29725	     20840
     10000	   2560000	     35485	     18921
    100000	   2560000	     61042	     12729
   1000000	   2560000	    308140	     26964
        10	   2570000	     27308	     21321
       100	   2570000	     27603	     21039
      1000	   2570000	     27660	     24806
     10000	   2570000	     30592	     19114
    100000	   2570000	     77450	     12896
   1000000	   2570000	    300250	     27069
        10	   2580000	     31130	     22047
       100	   2580000	     28359	     21222
      1000	   2580000	     29002	     21689
     10000	   2580000	     30967	     18916
    100000	   2580000	     63322	     13386
   1000000	   2580000	    324089	     26795
        10	   2590000	     28802	     21552
       100	   2590000	     27911	     21325
      1000	   2590000	     28191	     21797
     10000	   2590000	     32094	     19230
    100000	   2590000	     60074	     12737
   1000000	   2590000	    298236	     28273
        10	   2600000	     28058	     22802
       100	   2600000	     28299	     26920
      1000	   2600000	     27857	     26294
     10000	   2600000	     30921	     19803
    100000	   2600000	     61017	     14843
   1000000	   2600000	    355115	     27092
